id,title,start_date,end_date,mean,rank,popularity,num_scoring_users,media_type,genres,num_episodes,year,season,day_of_the_week,start_time,source,average_episode_duration,watching,completed,on_hold,dropped,plan_to_watch
38731,Diamond no Ace: Act II,2019-04-02,2020-03-31,8.23,271,2194,19897,tv,Comedy+Sports+School+Shounen,52,2019,spring,tuesday,17:55,manga,1440,11949,22640,1808,1007,12351
37804,Shirobako Movie,2020-02-29,2020-02-29,7.45,1746,2980,372,movie,Comedy+Drama,1,2020,winter,,,original,7200,528,559,419,65,26694
40230,Housekishou Richard-shi no Nazo Kantei,2020-01-09,2020-03-26,7.16,2935,2575,12153,tv,Drama+Mystery+Slice of Life,12,2020,winter,thursday,23:30,novel,1420,4274,14941,1310,3051,13720
40351,Pokemon (2019),2019-11-17,,7.33,2209,2614,9828,tv,Action+Adventure+Comedy+Kids+Fantasy,0,2019,fall,friday,18:55,game,1415,20711,3,3280,2794,9250
37890,Oshi ga Budoukan Ittekuretara Shinu,2020-01-10,2020-03-27,7.46,1684,3123,10507,tv,Comedy+Music+Seinen+Shoujo Ai+Slice of Life,12,2020,winter,friday,01:28,manga,1460,2805,12527,691,1510,8558
38088,Digimon Adventure: Last Evolution Kizuna,2020-02-21,2020-02-21,8.2,305,3449,4577,movie,Action+Adventure+Comedy+Drama,1,2020,winter,,,original,5640,570,6408,183,114,14110
40602,7 Seeds 2nd Season,2020-03-26,2020-03-26,7.2,2757,3140,13259,ona,Sci-Fi+Adventure+Mystery+Psychological+Drama+Romance+Shoujo,12,2020,winter,,,manga,1465,1070,17746,362,373,6607
37140,Gegege no Kitarou (2018),2018-04-01,2020-03-29,7.25,2550,2509,3589,tv,Comedy+Demons+Supernatural+Shounen,97,2018,spring,sunday,09:00,manga,1402,9336,2628,3899,7085,15964
41094,Xian Wang de Richang Shenghuo,2020-01-18,2020-03-28,7.17,2894,2392,14731,ona,Adventure+Slice of Life+Comedy+Demons+Fantasy+School,15,2020,winter,,,light_novel,1131,6433,19744,951,1607,15150
38476,Heya Camp△,2020-01-06,2020-03-23,7.16,2933,1955,22074,tv,Slice of Life+Comedy,12,2020,winter,monday,20:55,manga,210,6038,28447,1394,1758,21634
39355,Radiant 2nd Season,2019-10-02,2020-02-26,7.65,1151,1907,21547,tv,Action+Adventure+Magic+Fantasy,21,2019,fall,wednesday,19:25,other,1470,8445,29545,1552,1430,20589
966,Crayon Shin-chan,1992-04-13,,7.69,1040,2065,26501,tv,Slice of Life+Comedy+Ecchi+School+Seinen,0,1992,spring,friday,19:30,manga,1260,19990,20,12082,12582,9425
33191,Kishibe Rohan wa Ugokanai,2017-09-20,2020-03-25,7.55,1416,2340,20066,ova,Action+Mystery+Supernatural+Shounen,4,2017,summer,,,manga,1420,9114,15940,3556,638,15489
40858,Psycho-Pass 3: First Inspector,2020-03-27,2020-03-27,7.89,677,2342,16298,movie,Action+Sci-Fi+Police+Psychological,3,2020,winter,,,original,2760,1554,22451,550,199,19993
40841,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,2020-03-10,2020-03-10,7.49,1604,3494,11162,ova,Fantasy+Slice of Life,1,2020,winter,,,light_novel,1440,345,15866,80,52,4512
37870,BanG Dream! 3rd Season,2020-01-23,2020-04-23,8.07,444,3691,6861,tv,Music,13,2020,winter,thursday,23:00,original,1430,1617,8371,376,346,7880
21,One Piece,1999-10-20,,8.49,102,30,684839,tv,Action+Adventure+Comedy+Super Power+Drama+Fantasy+Shounen,0,1999,fall,sunday,09:30,manga,1440,798570,81,171451,127237,124308
40331,Ongaku,2020-01-11,2020-01-11,7.25,2561,8334,319,movie,Music+Slice of Life,1,2020,winter,,,manga,4260,55,410,27,32,1813
6149,Chibi Maruko-chan (1995),1995-01-08,,7.21,2693,7755,952,tv,Slice of Life+Comedy+Kids+School,0,1995,winter,sunday,18:00,manga,1380,927,1,431,588,924
41195,Kokoro Yohou,2020-01-30,2020-01-30,7.54,1478,8955,1171,music,Music+Romance,1,2020,winter,,,original,223,49,1593,3,15,153
41164,Ruru-chan no Jisatsu Haishin,2020-01-08,2020-01-08,7.14,3001,11227,424,music,Music,1,2020,winter,,,original,241,8,616,2,4,56
40991,Xue Ying Ling Zhu 2nd Season,2020-01-02,2020-01-23,7.2,2756,10929,234,ona,Action+Adventure+Historical+Romance+Martial Arts+Fantasy,4,2020,winter,,,novel,0,83,356,15,40,267
41132,Tokyo Autumn Session,2020-01-24,2020-01-24,7.59,1313,7201,1552,music,Music,1,2020,winter,,,music,338,188,2165,32,30,1215
40656,Girls & Panzer: Taiyaki War!,2020-02-27,2020-02-27,7.13,3049,6785,1156,special,Military+Comedy+School,1,2020,winter,,,original,649,125,1742,74,41,2230
8687,Doraemon (2005),2005-04-22,,7.52,1524,4650,4759,tv,Sci-Fi+Comedy+Kids+Shounen,0,2005,spring,friday,19:00,manga,1500,4386,10,1680,2179,2432
39184,A3! Season Spring & Summer,2020-01-14,2020-06-23,7.12,3099,3853,3764,tv,Slice of Life+Drama,12,2020,winter,tuesday,00:00,game,1427,2628,4391,756,1252,7956
40861,Hakumei no Tsubasa,2020-01-15,2020-08-06,7.61,1236,4696,5436,ona,Action+Adventure+Comedy+Kids+Fantasy,7,2020,winter,,,game,360,1893,6345,339,190,1813
40372,Haikyuu!! (OVA),2020-03-04,2020-03-04,7.74,931,4724,2302,ova,Sports+Shounen,10,2020,winter,,,manga,170,316,4239,175,187,5606
37704,High School Fleet Movie,2020-01-18,2020-01-18,7.31,2284,4952,653,movie,Action+Military+School,1,2020,winter,,,original,6212,330,1179,151,54,7653
39610,ACCA: 13-ku Kansatsu-ka - Regards,2020-02-14,2020-02-14,7.15,2951,4762,3132,ova,Mystery+Police+Drama+Fantasy+Seinen,1,2020,winter,,,manga,2820,223,4368,81,51,5425
40392,Runway de Waratte,2020-01-11,2020-03-28,7.67,1110,1677,29859,tv,Slice of Life+Drama+School+Shounen,12,2020,winter,saturday,02:25,manga,1477,7945,36131,2184,3066,25148
42497,Douluo Dalu: Qian Hua Xi Jin,2020-02-22,2020-05-16,8.09,421,8368,1084,ona,Action+Adventure+Historical+Romance+Martial Arts+Fantasy,13,2020,winter,,,novel,1200,154,1660,24,38,452
39196,Mairimashita! Iruma-kun,2019-10-05,2020-03-07,7.72,990,811,81312,tv,Comedy+Demons+Supernatural+Fantasy+School+Shounen,23,2019,fall,saturday,17:35,manga,1420,28472,100279,5701,6736,32880
38408,Boku no Hero Academia 4th Season,2019-10-12,2020-04-04,8.11,391,92,413244,tv,Action+Comedy+Super Power+School+Shounen,25,2019,fall,saturday,17:30,manga,1444,141173,507379,17837,11097,130432
39792,Eizouken ni wa Te wo Dasu na!,2020-01-06,2020-03-23,8.17,330,762,69671,tv,Adventure+Comedy+School+Seinen,12,2020,winter,monday,00:10,manga,1500,31812,76188,9690,9080,56020
39575,Somali to Mori no Kamisama,2020-01-10,2020-03-27,7.83,774,792,63468,tv,Adventure+Demons+Drama+Fantasy+Slice of Life,12,2020,winter,friday,00:30,web_manga,1420,27522,75057,7954,9425,56416
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,2020-01-17,2020-01-17,8.78,29,739,45121,movie,Adventure+Drama+Fantasy+Mystery+Sci-Fi,1,2020,winter,,,web_manga,6300,3926,57813,1130,317,124979
38668,Dorohedoro,2020-01-13,2020-03-30,8.11,394,650,95200,tv,Action+Comedy+Horror+Magic+Fantasy+Seinen,12,2020,winter,monday,00:00,manga,1422,21668,116542,4752,5670,63663
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,2019-10-05,2020-03-21,7.96,583,964,57868,tv,Action+Supernatural+Magic+Fantasy,21,2019,fall,saturday,23:30,game,1420,23585,67446,5152,4912,45338
38883,Haikyuu!!: To the Top,2020-01-11,2020-04-04,8.42,137,324,195415,tv,Comedy+Sports+Drama+School+Shounen,13,2020,winter,saturday,01:25,manga,1440,49366,252188,5082,1419,70759
235,Detective Conan,1996-01-08,,8.17,328,570,111659,tv,Adventure+Mystery+Comedy+Police+Shounen,0,1996,winter,saturday,18:00,manga,1500,108703,11,51946,34116,42059
37379,Chihayafuru 3,2019-10-23,2020-03-25,8.54,85,1576,30255,tv,Game+Slice of Life+Sports+Drama+School+Josei,24,2019,fall,wednesday,01:29,manga,1340,10022,35521,1976,976,32574
34572,Black Clover,2017-10-03,,7.31,2271,107,303463,tv,Action+Comedy+Magic+Fantasy+Shounen,0,2017,fall,tuesday,18:25,manga,1430,446561,70,65280,80042,137241
41099,Re-raise,2020-01-20,2020-01-20,7,3601,10429,394,music,Music,1,2020,winter,,,game,233,32,625,7,17,254
38656,Darwin's Game,2020-01-04,2020-03-21,7.34,2161,490,127545,tv,Action+Sci-Fi+Mystery+Super Power+Shounen,11,2020,winter,saturday,00:00,manga,1560,32119,158564,5766,13205,60849
39534,Jibaku Shounen Hanako-kun,2020-01-10,2020-03-27,7.76,903,586,98002,tv,Comedy+School+Shounen+Supernatural,12,2020,winter,friday,01:58,manga,1455,33583,117007,9238,11301,61957
38804,Kiratto Pri☆chan Season 2,2019-04-07,2020-03-29,6.99,3645,9367,241,tv,Music+Slice of Life+Comedy+Magic+Shoujo,51,2019,spring,sunday,10:00,game,1440,199,311,39,127,831
41409,Wushen Zhuzai,2020-03-08,,7.05,3453,10468,180,ona,Action+Historical+Drama+Martial Arts+Fantasy,160,2020,winter,,,novel,480,519,0,27,38,327
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,2020-01-08,2020-03-25,7.61,1241,560,122950,tv,Action+Game+Sci-Fi+Adventure+Comedy+Fantasy,12,2020,winter,wednesday,22:00,light_novel,1430,29445,155009,5523,9761,42964
40046,Id:Invaded,2020-01-06,2020-03-23,7.92,641,763,75077,tv,Mystery+Police+Psychological+Sci-Fi,13,2020,winter,monday,00:30,original,1490,21672,90011,5523,7407,58024
40262,Haikyuu!!: Riku vs. Kuu,2020-01-22,2020-01-22,7.8,818,1086,69896,ova,Comedy+Sports+Drama+School+Shounen,2,2020,winter,,,manga,1367,2826,99918,579,263,25681
38481,Toaru Kagaku no Railgun T,2020-01-10,2020-09-25,8.26,249,1126,34648,tv,Action+Sci-Fi+Super Power,25,2020,winter,friday,22:00,manga,1460,27162,34420,3210,1652,57353
38793,Tensei shitara Slime Datta Ken OVA,2019-07-09,2020-11-27,7.48,1637,1259,33918,ova,Fantasy+Shounen,5,2019,summer,,,manga,1396,43409,14809,9591,1485,38066
40097,Tenchi Muyou! Ryououki 5th Season,2020-02-28,2021-05-28,6.21,7220,8453,209,ova,Action+Sci-Fi+Harem+Space+Comedy+Shounen,6,2020,winter,,,original,1800,545,0,114,82,1434
32353,Bonobono (TV 2016),2016-04-02,,6.36,6495,8336,580,tv,Slice of Life+Comedy,0,2016,spring,saturday,04:52,4_koma_manga,330,647,0,322,580,723
40167,Cardfight!! Vanguard: Shinemon-hen,2019-08-24,2020-03-28,6.57,5470,8512,671,tv,Action+Game+Shounen,31,2019,summer,saturday,,original,1380,284,898,86,167,703
41135,Dream,2020-01-24,2020-01-24,6.08,7792,13377,134,ona,Adventure+Music+Kids+Fantasy,1,2020,winter,,,original,363,6,184,3,12,85
41399,Katarina Nounai Kaigi,2020-02-29,2020-05-08,5.78,8772,8752,490,ona,Comedy,26,2020,winter,,,light_novel,44,270,690,118,88,778
41092,Minna e wo Check!,2020-01-07,2020-01-07,5.52,9468,13631,163,music,Music,1,2020,winter,,,original,156,4,230,3,3,34
40989,Koisuru Asteroid: KiraKira Zoukan-gou,2020-01-04,2020-03-27,6.02,8047,8687,273,ona,School,12,2020,winter,,,4_koma_manga,44,152,383,69,76,1293
1960,Sore Ike! Anpanman,1988-10-03,,6.46,6018,8583,696,tv,Comedy+Kids+Fantasy,0,1988,fall,friday,16:20,picture_book,1440,493,1,271,640,649
41547,Ninjala Episode 0,2020-03-30,2020-03-30,6.04,7942,14302,109,ona,Sci-Fi+Super Power+Martial Arts,1,2020,winter,,,game,580,8,154,3,16,44
39282,Beyblade Burst Gachi,2019-04-05,2020-03-27,6.06,7873,7499,810,tv,Action+Sci-Fi+Adventure+Sports+Shounen,52,2019,spring,friday,16:00,original,855,506,1037,120,292,1255
40266,Aikatsu on Parade!,2019-10-05,2020-03-28,6.78,4487,7416,773,tv,Music+Slice of Life+School+Shoujo,25,2019,fall,saturday,10:30,game,1460,563,935,128,277,1407
41454,Eizouken Mini Anime,2020-01-08,2020-03-24,5.6,9249,7341,391,ona,Comedy,13,2020,winter,,,manga,60,225,586,87,49,2466
41271,Koisuru Asteroid: Furikaeri - KiraKira Special!,2020-02-14,2020-02-14,6.11,7645,7550,1392,special,Slice of Life+Comedy+School,1,2020,winter,,,4_koma_manga,1420,63,2062,27,59,902
40762,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,2020-01-24,2020-01-24,6.01,8064,7587,838,ova,Action+Police+Vampire+Fantasy,1,2020,winter,,,original,1380,108,1491,33,62,1389
42078,Hakugin,2020-02-28,2020-02-28,6.72,4772,12583,238,music,Music+Drama,1,2020,winter,,,music,260,4,363,1,2,21
41206,Digimon Adventure: 20 Shuunen Memorial Story,2020-02-01,,6.61,5286,7750,412,ona,Adventure+Drama,5,2020,winter,,,original,365,969,3,338,108,1457
40932,Null Peta Special,2020-01-31,2020-01-31,5.63,9181,7675,1369,special,Sci-Fi+Comedy,1,2020,winter,,,original,300,71,1961,31,35,868
41063,Mobile Suit Gundam G40,2020-01-01,2020-01-01,6.13,7553,8152,940,ona,Action+Sci-Fi+Mecha,1,2020,winter,,,original,652,85,1429,20,39,889
41531,Hataraku Saibou Black,2020-01-04,2020-01-04,6.46,6048,8969,359,ona,Action+Seinen,1,2020,winter,,,manga,62,82,634,44,29,1012
39735,Baja no Studio: Baja no Mita Umi,2020-02-21,2020-02-21,6.78,4489,10569,335,ova,Kids,1,2020,winter,,,original,1620,20,458,10,23,363
37403,Ahiru no Sora,2019-10-02,2020-09-30,7.39,1924,1154,36345,tv,Comedy+Sports+Drama+School+Shounen,50,2019,fall,wednesday,17:55,manga,1460,45207,27900,8470,11223,27729
40035,Rebecca,2020-03-14,2020-03-14,6.32,6667,11737,105,movie,Slice of Life,1,2020,winter,,,novel,1440,14,148,9,21,354
41555,Aikatsu on Parade! (ONA),2020-03-28,2020-07-11,6.39,6342,10718,279,ona,Music+Slice of Life+School+Shoujo,6,2020,winter,,,game,750,120,367,25,53,263
41785,Ze Tian Ji 5th Season,2020-03-16,2020-05-25,6.85,4226,10893,227,ona,Action+Adventure+Fantasy,12,2020,winter,,,novel,1200,87,340,19,34,296
39988,Isekai Quartet 2,2020-01-15,2020-04-01,7.39,1937,997,75195,tv,Comedy+Parody+Fantasy,12,2020,winter,wednesday,00:30,original,710,14939,94881,3094,2291,26052
7505,Knyacki!,1995-04-07,,6.17,7389,11459,178,tv,Comedy+Kids+Drama+Fantasy,0,1995,spring,,,,300,185,0,44,121,251
41319,A song for You! You? You!!,2020-03-25,2020-03-25,7.04,3472,11660,297,music,Music,1,2020,winter,,,other,660,20,443,7,14,91
41217,Pianoman,2020-01-17,2020-01-17,6.5,5805,11933,300,ona,Music+Demons+Psychological+Fantasy,1,2020,winter,,,original,318,11,391,2,19,81
41167,Crescent Rise,2020-01-27,2020-01-27,6.89,4032,12001,266,music,Music,1,2020,winter,,,game,373,10,409,4,14,54
41210,Wan Jie Shen Zhu 2nd Season,2020-02-01,2020-07-08,6.65,5129,12352,121,ona,Adventure+Fantasy,48,2020,winter,,,manga,540,63,179,12,20,151
41360,ARP Backstage Pass: Celebrate Good Time - Short Stories,2020-03-02,2020-03-02,5.45,9622,11326,241,special,Music+Comedy,1,2020,winter,,,other,1420,34,345,7,30,222
34566,Boruto: Naruto Next Generations,2017-04-05,,5.9,8397,236,208403,tv,Action+Adventure+Super Power+Martial Arts+Shounen,0,2017,spring,sunday,17:30,manga,1430,252726,28,58734,95595,59178
41564,Hentatsu (TV) Recap,2020-03-28,2020-03-28,5.49,9537,12273,199,special,Adventure+Mystery,1,2020,winter,,,original,90,12,294,7,20,104
41286,Da Wang Bu Gaoxing,2020-01-01,2020-03-11,6.42,6232,9366,330,ona,Comedy+Demons+Magic+Fantasy+School,12,2020,winter,,,web_manga,420,211,435,56,86,731
4459,Ojarumaru,1998-10-05,,6.36,6481,9903,331,tv,Adventure+Comedy+Kids+Fantasy,0,1998,fall,other,18:10,original,600,333,0,129,339,376
39183,Super Shiro,2019-10-14,2020-09-07,6,8098,9449,223,tv,Kids,48,2019,fall,,,manga,300,253,195,107,193,706
41421,Kyouryuu Shoujo Gauko 2nd Season,2020-03-20,2020-03-20,6.24,7081,12503,176,ona,Comedy+Super Power,19,2020,winter,,,original,540,31,237,8,36,90
39701,Nanatsu no Taizai: Kamigami no Gekirin,2019-10-09,2020-03-25,6.38,6439,364,140092,tv,Action+Adventure+Supernatural+Magic+Fantasy+Shounen,24,2019,fall,wednesday,17:55,manga,1460,53971,172555,10898,31353,72185
38924,Nekopara,2020-01-09,2020-03-26,6.78,4469,1325,29877,tv,Slice of Life+Comedy,12,2020,winter,thursday,21:00,visual_novel,1402,13565,34569,4098,8374,39916
38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),2020-01-05,2020-03-29,6.75,4636,1323,28874,tv,Psychological+Drama+Magic+Thriller,13,2020,winter,sunday,00:00,game,1432,13150,33374,4027,7234,42704
39583,number24,2020-01-08,2020-04-15,6.62,5224,3157,6439,tv,Sports+School,12,2020,winter,wednesday,22:30,original,1427,3385,7899,900,2500,11143
38663,Mushikago no Cagaster,2020-02-06,2020-02-06,6.62,5270,3684,7165,ona,Action+Sci-Fi+Drama,12,2020,winter,,,manga,1680,1459,9413,405,1014,6439
39506,Phantasy Star Online 2: Episode Oracle,2019-10-07,2020-03-30,6.56,5514,3828,3279,tv,Action+Sci-Fi+Space,25,2019,fall,monday,22:30,game,1438,2668,4031,634,1493,8277
40897,Marulk-chan no Nichijou,2020-01-17,2020-02-07,6.78,4510,4409,2818,movie,Adventure+Fantasy,4,2020,winter,,,manga,210,788,3905,322,125,7124
39942,Uchi Tama?! Uchi no Tama Shirimasen ka?,2020-01-10,2020-03-20,6.91,3979,4076,3735,tv,Slice of Life,11,2020,winter,friday,00:55,original,1387,1885,4461,599,1821,5979
38161,Kabukichou Sherlock,2019-10-12,2020-03-28,6.92,3933,1826,13919,tv,Mystery+Comedy+Drama,24,2019,fall,saturday,01:55,original,1446,8738,15030,3021,8386,29585
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,2020-01-11,2020-01-11,7.36,2050,931,56522,ona,Comedy+Romance,12,2020,winter,,,web_manga,1420,20490,67111,5581,8907,48632
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,2020-01-11,2020-03-28,6.66,5040,2703,9867,tv,Slice of Life+Comedy+School+Josei,12,2020,winter,saturday,21:00,manga,1420,3852,11848,1270,4425,12773
39576,Goblin Slayer: Goblin's Crown,2020-02-01,2020-02-01,7.18,2843,1094,40471,movie,Action+Adventure+Fantasy,1,2020,winter,,,light_novel,5102,2996,55894,897,341,67496
38328,Azur Lane,2019-10-03,2020-03-20,6.3,6785,1371,27338,tv,Action+Military+Sci-Fi,12,2019,fall,thursday,23:30,game,1420,15710,29350,4850,11909,34435
40483,Murenase! Seton Gakuen,2020-01-07,2020-03-24,7.12,3119,1217,53396,tv,Comedy+School,12,2020,winter,tuesday,00:30,manga,1419,13714,66423,2669,5447,24986
38909,Infinite Dendrogram,2020-01-09,2020-04-16,6.15,7464,1310,37539,tv,Game+Fantasy,13,2020,winter,thursday,23:00,light_novel,1428,16538,45382,3152,12528,25197
39531,Kuutei Dragons,2020-01-09,2020-01-09,7.07,3339,3015,7120,ona,Adventure+Fantasy+Seinen,12,2020,winter,,,manga,1380,1980,8807,678,1617,14596
40465,Chuubyou Gekihatsu Boy Special,2020-03-25,2020-03-25,6.84,4237,7078,1184,special,Slice of Life+Comedy+School,1,2020,winter,,,novel,1440,73,1751,43,47,1867
39960,Yatogame-chan Kansatsu Nikki Nisatsume,2020-01-05,2020-03-22,6.31,6758,4592,4812,tv,Slice of Life+Comedy+School+Shounen,12,2020,winter,sunday,21:54,4_koma_manga,200,979,6484,188,406,3063
37576,Majutsushi Orphen Hagure Tabi,2020-01-07,2020-03-31,5.79,8738,2349,11853,tv,Action+Adventure+Drama+Magic+Martial Arts+Fantasy,13,2020,winter,tuesday,23:00,light_novel,1427,6391,13962,1455,7051,15306
40102,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA,2020-03-25,2020-03-25,6.04,7949,3150,9551,ova,Action+Comedy+Fantasy,1,2020,winter,,,light_novel,1440,551,13820,149,231,11114
40148,22/7,2020-01-11,2020-03-28,6.83,4257,3082,8973,tv,Music,12,2020,winter,saturday,23:00,other,1452,2888,10407,962,2640,9938
40738,Natsunagu!,2020-01-07,2020-03-24,5.85,8556,3645,5187,tv,Drama+Slice of Life,12,2020,winter,tuesday,01:35,original,240,1713,6196,481,1825,8897
40136,Oda Cinnamon Nobunaga,2020-01-11,2020-03-28,6.56,5509,4169,3897,tv,Slice of Life+Comedy+Historical+Seinen,12,2020,winter,saturday,01:23,manga,1434,1950,4443,569,2406,4532
40610,Healin' Good♡Precure,2020-02-02,,6.95,3785,6130,972,tv,Action+Magic+Fantasy+Shoujo,0,2020,winter,sunday,08:30,original,1480,2561,1,341,368,2088
37522,Pet,2020-01-06,2020-03-30,6.5,5804,1739,16917,tv,Mystery+Psychological+Supernatural+Seinen,13,2020,winter,monday,22:00,manga,1435,8900,17953,3014,11007,29790
40940,Zenonzard The Animation,2020-01-31,2020-10-31,6.14,7511,6079,782,ona,Action+Game+Fantasy,9,2020,winter,,,game,870,1627,542,269,407,2644
40613,Altered Carbon: Resleeved,2020-03-19,2020-03-19,6.58,5434,6030,2845,ona,Action+Sci-Fi+Drama,1,2020,winter,,,other,4484,178,4048,39,88,1254
42562,Kyokou Uranai,2020-01-17,2020-04-03,6.14,7526,6134,548,ona,Supernatural,12,2020,winter,,,light_novel,55,496,930,136,125,3717
2406,Sazae-san,1969-10-05,,6.15,7479,6276,1115,tv,Slice of Life+Comedy,0,1969,fall,sunday,18:30,4_koma_manga,1440,1215,1,447,1126,2268
39017,Kyokou Suiri,2020-01-12,2020-03-29,6.99,3649,565,96171,tv,Mystery+Demons+Supernatural+Romance+Shounen,12,2020,winter,sunday,01:30,manga,1440,34852,114704,7910,14334,68212
41105,Chihayafuru 3: Ima Hitotabi no,2020-01-29,2020-01-29,6.63,5189,6393,1510,special,Game+Slice of Life+Sports+Drama+School+Josei,1,2020,winter,,,manga,1340,167,2466,55,91,2106
1199,Nintama Rantarou,1993-04-10,,7.07,3347,6323,1646,tv,Comedy+Kids,0,1993,spring,other,18:10,manga,600,1334,1,773,1132,1731
40873,Granblue Fantasy The Animation Season 2 Extras,2020-03-28,2020-08-26,6.58,5448,5605,2419,special,Adventure+Fantasy,2,2020,winter,,,game,1420,261,3482,83,49,2944
39388,Koisuru Asteroid,2020-01-03,2020-03-27,6.89,4055,2038,18267,tv,Slice of Life+Comedy+School,12,2020,winter,friday,20:30,4_koma_manga,1420,7624,20294,2609,6486,18462
40763,Show By Rock!! Mashumairesh!!,2020-01-09,2020-03-26,6.9,3988,5076,2233,tv,Music+Comedy,12,2020,winter,thursday,22:30,game,1427,849,2798,254,655,4096
23539,Gudetama,2014-03-31,,7.07,3334,5065,1663,tv,Comedy+Kids,0,2014,spring,other,,original,80,2179,2,849,767,4826
40460,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,2020-02-27,2020-02-27,6.76,4607,4702,2293,ova,Game+Comedy+Drama,1,2020,winter,,,web_manga,1481,277,3576,119,72,6462
37345,Plunderer,2020-01-09,2020-06-25,6.5,5806,717,58827,tv,Action+Ecchi+Fantasy+Shounen,24,2020,winter,thursday,01:05,manga,1370,41919,64878,7502,24074,53884
36409,Yodel no Onna,2017-09-22,,5.27,9994,10098,247,tv,Music+Comedy,0,2017,fall,,,original,30,256,0,107,272,445
35252,Hatena☆Illusion,2020-01-09,2020-06-04,5.39,9755,3042,7780,tv,Comedy+Supernatural+Romance+Ecchi,12,2020,winter,thursday,23:30,light_novel,1442,3465,8396,1004,5426,9068
40850,Breakers,2020-01-07,2020-05-26,6.34,6590,5386,1656,tv,Sports,16,2020,winter,tuesday,18:45,original,480,1209,1882,371,1272,2748
40129,Rebirth,2020-01-05,,5.32,9892,7713,485,tv,Game+Slice of Life+Comedy,0,2020,winter,wednesday,01:00,card_game,180,823,0,163,473,1456
40137,ARP Backstage Pass,2020-01-13,2020-03-30,5.61,9208,6519,953,tv,Music,10,2020,winter,monday,23:00,other,1419,467,1109,153,802,2128
41194,Darwin's Game: Log Line,2020-02-01,2020-02-01,6.25,6996,5081,2254,special,Action+Mystery+Shounen,1,2020,winter,,,manga,1440,449,3964,141,245,3859
40995,Hentatsu (TV),2020-01-04,2020-03-21,5.13,10221,7036,1014,tv,Adventure+Mystery,12,2020,winter,saturday,23:57,original,90,498,1227,128,550,1443
40332,Kyochuu Rettou Movie,2020-01-10,2020-01-10,4.67,10609,4527,4962,movie,Horror,1,2020,winter,,,manga,4583,415,6551,107,175,4274
40368,Egg Car,2019-10-03,2020-10-01,,13676,15484,15,tv,Adventure+Comedy+Kids+Fantasy,52,2019,fall,thursday,18:10,original,660,20,11,3,33,86
35696,Konigiri-kun,2015-02-20,,,14954,15492,21,tv,Kids,0,2015,winter,,,original,300,34,0,14,42,62
36506,Fuwafuwa Hour: Pui Pui & Muu Muu,2017-07-12,,,13821,15620,20,tv,Kids+Fantasy,0,2017,summer,,,original,298,30,0,12,44,58
43522,Leo,2020-02-15,2020-02-15,,15109,15752,86,music,Music,1,2020,winter,,,original,245,4,140,0,0,7
35698,Oidon to,2015-12-02,,,11025,15608,19,tv,Sports+Kids,0,2016,winter,,,original,300,39,0,9,46,51
35372,Otoppe,2017-04-03,,,11173,15424,23,tv,Music+Kids+Fantasy,0,2017,spring,monday,08:40,original,180,43,0,8,49,55
41096,Inunaki-mura x Taka no Tsume-dan,2020-01-17,2020-01-17,,14420,14811,61,ona,Comedy+Horror+Parody,1,2020,winter,,,other,148,3,84,3,27,74
34990,Unicorn no Kyupi,2017-03-20,,,12483,15938,15,tv,Kids+Fantasy,0,2017,spring,,,original,300,31,0,10,40,47
41192,Wena Wrist,2020-01-28,2020-01-28,,12609,14593,96,special,Military+Music,1,2020,winter,,,original,54,7,137,0,22,39
30119,Yowamushi Monsters,2012-12-25,,,12801,14387,23,tv,Kids,0,2013,winter,other,,original,60,48,0,10,79,77
41477,Man with a Mission The Animation,2020-03-16,2020-04-15,,15242,14842,50,ona,Music+Comedy,6,2020,winter,,,original,190,15,59,6,25,85
29375,Robot Pulta,1995-04-04,,,11474,14894,30,tv,Adventure+Comedy+Kids+Mecha,0,1995,spring,,,,300,53,0,10,51,71
39356,Neko Neko Nihonshi 4th Season,2019-04-03,2020-02-26,,10833,15204,18,tv,Historical+Parody+Kids+Samurai,32,2019,spring,wednesday,18:45,web_manga,540,5,31,7,27,98
41768,Yakou,2020-03-04,2020-03-04,,12710,15155,101,music,Music,1,2020,winter,,,original,218,2,153,0,1,17
29421,Liv & Bell,2013-02-15,,,15148,15059,26,tv,Adventure+Kids,0,2013,winter,,,,300,48,0,12,51,65
35697,Beads no Mori no Rabi,2015-03-20,,,13192,15236,25,tv,Kids+Magic,0,2015,spring,,,original,300,34,0,12,55,63
41276,Onigiri ni Naritai Cogimyun,2020-01-31,,,11085,16957,8,tv,Fantasy+Kids+School,0,2020,winter,friday,01:25,other,70,15,0,5,21,28
